storenum,nickname,address1,address2,address3,city,country,email1,email2,fax1,fax2,zone,field2,field3,phone1,phone2,state,zipcode,firstname,lastname,middlename,latitude,longitude,active,monopen,monclose,tueopen,tueclose,wedopen,wedclose,thuopen,thuclose,friopen,friclose,satopen,satclose,sunopen,sunclose
"756","TSC_STORE_0756","444 FM 1463 RD","","","KATY","US","","","","","13","Y","","281-574-1391","","TX","77494","","","","29.778193","-95.832405","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2318","TSC_STORE_2318","330 WEST CHURCH ST","","","BATESBURG LEESVILLE","US","","","","","23","Y","","803-532-2225","","SC","29006-2002","","","","33.909962","-81.538834","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2266","TSC_STORE_2266","1926 UNION VALLEY RD","","","HEWITT","US","","","","","73","Y","","203-265-4484","","NJ","07421","","","","41.153419","-74.355156","0","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1321","TSC_STORE_1321","59 DIXON SPRINGS HWY","","","CARTHAGE","US","","","","","52","Y","","615-735-2684","","TN","37030","","","","36.264442","-85.957695","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1346","TSC_STORE_1346","608 EAST MAIN ST","","","HOHENWALD","US","","","","","53","Y","","931-796-2528","","TN","38462","","","","35.558437","-87.530106","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"494","TSC_STORE_0494","1715 WEST OAKLAWN ST STE A","","","PLEASANTON","US","","","","","13","Y","","830-569-5480","","TX","78064","","","","28.944489","-98.504303","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1926","TSC_STORE_1926","1559 HWY 190","","","EUNICE","US","","","","","02","Y","","337-457-5406","","LA","70535-2942","","","","30.49585","-92.446739","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1404","TSC_STORE_1404","510 RENAISSANCE DR","","","NEW FREEDOM","US","","","","","72","Y","","717-235-8791","","PA","17349","","","","39.771748","-76.661575","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"483","TSC_STORE_0483","800 NORTH LEE HWY","","","LEXINGTON","US","","","","","52","Y","","540-464-6666","","VA","24450","","","","37.796841","-79.420853","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1189","TSC_STORE_1189","2435 HWY 80 WEST","","","DUBLIN","US","","","","","23","Y","","478-272-4997","","GA","31021","","","","32.55135","-82.974945","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2111","TSC_STORE_2111","17020 SMOKEY POINT BLVD STE A","","","ARLINGTON","US","","","","","91","Y","","360-653-2123","","WA","98223-8426","","","","48.151161","-122.184814","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"565","TSC_STORE_0565","11242 NORTH WILLIAMS ST","","","DUNNELLON","US","","","","","01","Y","","352-489-7495","","FL","34432","","","","29.060123","-82.455833","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"123","TSC_STORE_0123","2785 HARDING HWY","","","LIMA","US","","","","","71","Y","","419-223-1921","","OH","45804","","","","40.731041","-84.053459","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2299","TSC_STORE_2299","1427 NORTHEAST 7TH ST","","","GRANTS PASS","US","","","","","91","Y","","541-474-4321","","OR","97526-1303","","","","42.454342","-123.320107","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"277","TSC_STORE_0277","1101 BROOKSIDE LN","","","BISMARCK","US","","","","","81","Y","","701-223-8931","","ND","58503","","","","46.863426","-100.774017","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","12:00 PM","7:00 PM"
"1197","TSC_STORE_1197","442 US RTE 1 STE 2","","","SCARBOROUGH","US","","","","","63","Y","","207-396-5100","","ME","04074","","","","43.58073","-70.366493","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1545","TSC_STORE_1545","7402 NORTHWEST SUN BLVD","","","LAWTON","US","","","","","11","Y","","580-510-0407","","OK","73505-2408","","","","34.629875","-98.483009","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1731","TSC_STORE_1731","150 NEW LONDON RD","","","COLCHESTER","US","","","","","63","Y","","860-537-0679","","CT","06415","","","","41.558884","-72.319855","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1640","TSC_STORE_1640","931 US HWY 331 SOUTH STE C","","","DEFUNIAK SPRINGS","US","","","","","02","Y","","850-951-1063","","FL","32435-3384","","","","30.708477","-86.120804","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1468","TSC_STORE_1468","733 HWY 165 SOUTH","","","OAKDALE","US","","","","","02","Y","","318-335-0006","","LA","71463","","","","30.79986","-92.673599","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1522","TSC_STORE_1522","304 COOPER DR","","","BEREA","US","","","","","53","Y","","859-228-0063","","KY","40403","","","","37.598129","-84.32074","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"576","TSC_STORE_0576","1645 NORTH STATE ST","","","GREENFIELD","US","","","","","71","Y","","317-468-0980","","IN","46140","","","","39.807907","-85.767906","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"681","TSC_STORE_0681","709 WEST PERKINS AVE","","","SANDUSKY","US","","","","","71","Y","","419-624-0170","","OH","44870","","","","41.43372","-82.711052","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1418","TSC_STORE_1418","2380 FOREST HILLS RD WEST","","","WILSON","US","","","","","23","Y","","252-237-4392","","NC","27893","","","","35.731831","-77.94928","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"778","TSC_STORE_0778","1869 RTE 38","","","SOUTHAMPTON","US","","","","","73","Y","","609-702-9953","","NJ","08088","","","","39.975193","-74.750092","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2091","TSC_STORE_2091","1008 LANCASTER PIKE","","","QUARRYVILLE","US","","","","","73","Y","","717-284-2255","","PA","17566-9721","","","","39.870861","-76.228874","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1264","TSC_STORE_1264","2220 EATONTON RD","","","MADISON","US","","","","","23","Y","","706-752-1929","","GA","30650","","","","33.546665","-83.470123","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"194","TSC_STORE_0194","4841 8TH ST SOUTH","","","WISCONSIN RAPIDS","US","","","","","72","Y","","715-424-0690","","WI","54494","","","","44.349823","-89.815979","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"412","TSC_STORE_0412","1850 NORTH BRIDGE ST","","","CHILLICOTHE","US","","","","","71","Y","","740-773-2228","","OH","45601","","","","39.37355","-82.977081","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1286","TSC_STORE_1286","70 VILLAGE PLZ","","","DANSVILLE","US","","","","","62","Y","","585-335-3010","","NY","14437","","","","42.565563","-77.710373","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1724","TSC_STORE_1724","112 VIRGINIA WAY","","","NEW ALBANY","US","","","","","23","Y","","662-534-3844","","MS","38652","","","","34.487099","-89.028831","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"513","TSC_STORE_0513","100 ARDICE AVE STE 1 EUSTIS SQUARE SHOPPING CENTER","","","EUSTIS","US","","","","","01","Y","","352-357-0152","","FL","32726","","","","28.827974","-81.686165","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"119","TSC_STORE_0119","8135 BROOKVILLE RD","","","INDIANAPOLIS","US","","","","","71","Y","","317-356-0138","","IN","46239","","","","39.748028","-86.022812","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"388","TSC_STORE_0388","1800 WEST LAMAR ALEXANDER PKWY","","","MARYVILLE","US","","","","","51","Y","","865-681-3336","","TN","37801","","","","35.754719","-84.021736","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1245","TSC_STORE_1245","700 SOUTH ORTONVILLE RD","","","ORTONVILLE","US","","","","","71","Y","","248-627-3708","","MI","48462","","","","42.840393","-83.448685","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1856","TSC_STORE_1856","824 BROADWAY ST","","","BERLIN","US","","","","","72","Y","","920-361-0351","","WI","54923-1300","","","","43.967098","-88.977425","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"128","TSC_STORE_0128","240 US HWY 72 WEST","","","COLLIERVILLE","US","","","","","53","Y","","901-853-0783","","TN","38017","","","","35.033527","-89.670052","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1918","TSC_STORE_1918","2015 NORTH US HWY 385","","","ANDREWS","US","","","","","41","Y","","432-523-5500","","TX","79714-9159","","","","32.345165","-102.556038","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"578","TSC_STORE_0578","1515 LUCKY ST","","","GRIFFIN","US","","","","","22","Y","","770-227-4490","","GA","30223","","","","33.280956","-84.289749","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1467","TSC_STORE_1467","469 CENTRAL TEXAS EXPY","","","LAMPASAS","US","","","","","13","Y","","512-556-8189","","TX","76550","","","","31.057423","-98.174515","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1733","TSC_STORE_1733","1105 NORTHWEST HWY 270","","","WOODWARD","US","","","","","11","Y","","580-254-2704","","OK","73801","","","","36.435432","-99.430305","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2034","TSC_STORE_2034","340 WEST CAL BLVD","","","SULPHUR","US","","","","","02","Y","","337-527-7771","","LA","70665-7034","","","","30.211887","-93.378151","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1841","TSC_STORE_1841","300 HOPKINS CORNER DR","","","WAYNESBORO","US","","","","","22","Y","","706-437-1708","","GA","30830","","","","33.106377","-82.022804","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"510","TSC_STORE_0510","3300 US HWY 27 SOUTH","","","SEBRING","US","","","","","02","Y","","863-385-1380","","FL","33870","","","","27.469435","-81.438446","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"461","TSC_STORE_0461","3919 TELEPHONE RD","","","LAKE WORTH","US","","","","","11","Y","","817-237-5222","","TX","76135","","","","32.814247","-97.433144","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1155","TSC_STORE_1155","293 US HWY 206 UNIT 15A","","","FLANDERS","US","","","","","73","Y","","973-252-2925","","NJ","07836","","","","40.831081","-74.707336","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"250","TSC_STORE_0250","3000 SOUTH MEMORIAL DR","","","NEW CASTLE","US","","","","","71","Y","","765-521-2610","","IN","47362","","","","39.903061","-85.384529","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2050","TSC_STORE_2050","389 COLUMBIA RD STE 10","","","HANOVER","US","","","","","63","Y","","781-826-8080","","MA","02339","","","","42.108273","-70.812958","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1371","TSC_STORE_1371","9408 APISON PIKE STE 122","","","OOLTEWAH","US","","","","","53","Y","","423-396-4224","","TN","37363","","","","35.059246","-85.068352","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"222","TSC_STORE_0222","676 WASHINGTON RD","","","THOMSON","US","","","","","23","Y","","706-595-1151","","GA","30824","","","","33.484447","-82.503273","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1576","TSC_STORE_1576","1690 SOUTH MAIN ST","","","LAURINBURG","US","","","","","22","Y","","910-291-0255","","NC","28352","","","","34.751987","-79.477547","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1434","TSC_STORE_1434","121 PARAGON PKWY","","","CLYDE","US","","","","","53","Y","","828-454-1054","","NC","28721","","","","35.526249","-82.956917","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"476","TSC_STORE_0476","15 CARRIAGE HOUSE DR","","","JACKSON","US","","","","","52","Y","","731-660-8484","","TN","38305","","","","35.668556","-88.830322","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"289","TSC_STORE_0289","3265 OWEN RD","","","FENTON","US","","","","","71","Y","","810-629-9972","","MI","48430","","","","42.787045","-83.739403","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1948","TSC_STORE_1948","1503 EAST MAIN ST","","","WAYNESBORO","US","","","","","71","Y","","717-765-4141","","PA","17268-1890","","","","39.745777","-77.554008","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1881","TSC_STORE_1881","4015 FREEPORT RD","","","NATRONA HEIGHTS","US","","","","","72","Y","","724-224-1292","","PA","15065","","","","40.646786","-79.710159","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1888","TSC_STORE_1888","5440 NORTHWEST 13TH ST","","","GAINESVILLE","US","","","","","01","Y","","352-367-4315","","FL","32653","","","","29.704262","-82.346443","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"453","TSC_STORE_0453","2808 MAIN ST","","","NEWBERRY","US","","","","","22","Y","","803-405-9666","","SC","29108","","","","34.281429","-81.594269","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"643","TSC_STORE_0643","5555 BAY RD RTE 84","","","SAGINAW CHARTER TOWNSHIP","US","","","","","72","Y","","989-799-3724","","MI","48604","","","","43.487846","-83.97522","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1502","TSC_STORE_1502","2705 BROAD ST","","","SUMTER","US","","","","","23","Y","","803-905-2656","","SC","29150","","","","33.96315","-80.404137","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"772","TSC_STORE_0772","2085 US HWY 431","","","BOAZ","US","","","","","22","Y","","256-840-8122","","AL","35957","","","","34.215855","-86.15937","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1757","TSC_STORE_1757","690 ACADEMY DR","","","BESSEMER","US","","","","","22","Y","","205-426-9905","","AL","35022","","","","33.359089","-86.997643","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1804","TSC_STORE_1804","1630 EDGEWOOD RD","","","BESSEMER CITY","US","","","","","22","Y","","704-865-5589","","NC","28016-6501","","","","35.257828","-81.257317","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1811","TSC_STORE_1811","6869 SOUTH DESERT BLVD STE 500","","","EL PASO","US","","","","","42","Y","","915-877-5397","","TX","79932","","","","31.905254","-106.584343","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1528","TSC_STORE_1528","345 WEST MAIN ST","","","HONEOYE FALLS","US","","","","","61","Y","","585-624-8308","","NY","14472","","","","42.949074","-77.60569","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1405","TSC_STORE_1405","6700 RTE 31 EAST","","","NEWARK","US","","","","","61","Y","","315-331-0852","","NY","14513","","","","43.051144","-77.061165","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"744","TSC_STORE_0744","249 SOUTH MAIN ST","","","RED BLUFF","US","","","","","08","Y","","530-528-8945","","CA","96080","","","","40.168396","-122.229851","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2345","TSC_STORE_2345","2300 COMMERCE CENTER DR","","","ROCKVILLE","US","","","","","52","Y","","804-749-4444","","VA","23146","","","","37.696648","-77.66201","0","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1260","TSC_STORE_1260","685 MEADOW ST STE 2","","","LITTLETON","US","","","","","63","Y","","603-444-2093","","NH","03561","","","","44.303612","-71.803009","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"346","TSC_STORE_0346","998 BIG A RD","","","TOCCOA","US","","","","","23","Y","","706-886-3153","","GA","30577","","","","34.5695","-83.309471","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1179","TSC_STORE_1179","8110 SOUTH PORT RD","","","MANHATTAN","US","","","","","51","Y","","785-587-8949","","KS","66502","","","","39.194206","-96.52684","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1801","TSC_STORE_1801","280 STATE RTE 31","","","MACEDON","US","","","","","61","Y","","315-986-1041","","NY","14502-8818","","","","43.063534","-77.363327","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"591","TSC_STORE_0591","148 ALAMEDA PLZ","","","BUTLER","US","","","","","71","Y","","724-287-0050","","PA","16001","","","","40.872074","-79.932396","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
